age_without_unit,value
187.12,-1.62
187.19,-1.93
187.27,-1.9
187.31,-1.08
187.31,-1.28
187.33,-1.42
187.34,-1.24
187.51,-1.32
187.75,-1.32
187.85,-0.48
187.85,-1.59
187.95,-1.49
187.96,-1.97
188.03,-1.8
188.03,-1.13
188.31,-3.23
188.31,-1.99
188.47,-1.26
188.47,-0.73
188.47,-0.56
188.47,-0.95
188.48,-1.32
188.48,-1.33
188.48,-1.38
188.48,-1.45
188.48,-2.33
188.48,-1.1
188.5,-1.61
188.56,-1.11
188.58,-0.84
188.58,-1.47
188.58,-1.12
188.58,-1.35
188.73,-0.97
188.78,-1.36
188.83,-1.38
188.83,-1.26
189,-1.53
189,-1.74
189,-1.72
189.12,-1.34
189.12,-1.03
189.12,-1.82
189.12,-1.22
189.21,-1.05
189.34,-2.12
189.34,-0.91
189.34,-1.76
189.43,-0.73
189.48,-1.46
189.54,-1.63
189.56,-0.87
189.62,-1.83
189.66,-1.85
189.66,-1.24
189.66,-1.63
189.76,-2.17
189.77,-1.53
189.8,-1.96
189.8,-1.27
189.8,-1.26
189.82,-1.77
189.82,-1.23
189.86,-0.63
189.86,-0.94
189.92,-1.52
190.08,-1.9
190.1,-1.73
190.12,-1.82
190.24,-1.5
190.3,-2.17
190.32,-1.52
190.39,-0.71
190.42,-1.9
190.55,-0.98
190.66,-1.5
190.66,-0.71
190.69,-0.98
190.71,-1.48
190.77,-1.48
190.8,-1.72
190.86,-1.72
131.25,-1.02
131.59,-0.25
131.93,-0.19
132.15,-0.23
132.27,-0.28
132.49,-0.4
132.72,-0.16
133.06,-0.47
133.28,-0.38
133.74,-0.1
133.96,-0.31
134.19,0.47
134.53,0.02
134.78,0.33
134.9,0.02
135.14,-0.09
135.38,0.59
135.63,0.36
135.99,0.09
136.11,-0.15
136.35,-0.08
136.6,0.3
137.2,0
137.92,-0.23
139,-0.75
139.36,-0.63
139.5,-0.79
139.65,-0.48
139.72,-1.36
139.79,-0.59
139.86,-0.95
140.01,-0.47
140.01,-0.09
140.01,-0.66
140.01,-0.2
180.6,-2.72
181.4,-2.76
182.61,-0.69
182.67,-0.75
182.69,-0.92
182.69,-0.55
182.69,-0.8
182.69,-0.73
182.69,-0.67
184.99,0.09
185.13,0.11
185.4,-0.38
185.67,-0.68
185.94,-0.61
186.08,-0.39
188.11,-1.65
188.52,-1.84
188.93,-0.57
189.33,-2.27
189.74,-1.08
190.15,-1.08
190.42,-0.98
190.69,-1.41
190.96,-0.92
191.23,-0.98
191.35,-1.16
191.72,-1.5
191.84,-0.95
191.96,-0.47
192.09,-0.65
192.21,-1.16
192.45,-0.69
192.57,-1.17
189,-0.7
189.02,-1.23
189.04,-0.64
189.05,-1.5
189.07,-2.15
189.09,-0.74
189.1,-1.58
189.12,-2.35
189.14,-0.45
189.16,-0.94
189.18,-0.65
189.2,-0.45
189.23,-0.57
189.25,-0.46
189.26,-0.52
189.28,-0.71
189.3,-0.82
189.31,-0.52
189.33,-1.8
189.34,-1.55
189.36,-0.78
189.37,-1
189.39,-0.25
189.41,-1.25
189.42,-0.44
189.44,-0.98
189.46,-1.43
189.46,-1.5
189.47,-1.08
189.5,-0.7
189.51,-1.73
189.53,-1.82
189.55,-0.35
189.57,-1.05
189.59,-1.04
189.61,-0.62
189.62,-1.87
189.64,-0.51
189.66,-1.44
189.67,-2.05
189.68,-1.92
189.69,-1.05
189.71,-2.3
189.73,-1.68
189.75,-0.92
189.75,-1.64
189.79,-1.1
189.8,-0.83
189.81,-0.97
189.83,-0.46
189.85,-1.63
189.87,-1.1
189.87,-1.55
189.89,-1
189.91,-0.94
189.92,-1.34
189.94,-1.03
189.95,-1.25
189.97,-1.65
189.99,-0.78
190,-1
190.02,-0.75
190.04,-1.68
190.05,-1.05
190.07,-0.98
190.09,-1.23
190.11,-1.1
190.11,-0.65
190.13,-1.35
190.15,-0.94
190.16,-1.06
190.18,-0.6
190.19,-1.5
190.21,-1.1
190.23,-0.82
190.25,-1.05
190.27,-0.64
190.28,-0.55
190.32,-1.18
190.33,-0.8
190.34,-1.05
190.35,-1.4
190.37,-1.04
190.39,-1.15
190.41,-0.63
190.43,-1.1
190.44,-1.85
190.45,-1.15
190.47,-0.93
190.49,-0.65
190.5,-1.28
190.5,-1.15
178.3,-2
178.3,-1.68
178.42,-1.84
178.46,-2.47
178.55,-2
178.62,-1.95
178.67,-1.45
178.78,-3.75
178.79,-2
178.92,-1.05
178.95,-3.9
179.04,-1.48
179.11,-3.15
179.16,-1.45
179.27,-2.3
179.29,-1.82
179.41,-1.75
179.43,-3.15
179.54,-1.63
179.59,-2.58
179.66,-2
179.75,-3.03
179.78,-1.7
179.91,-1.6
179.92,-3
180.03,-2.53
180.08,-3.83
180.15,-1.3
180.2,-4.3
180.24,-3.2
180.28,-1.8
180.3,-3.05
180.4,-2.45
180.4,-2
180.4,-1.75
180.45,-1.43
180.49,-2.4
180.5,-2.5
180.52,-2.5
180.56,-1.95
180.58,-3.18
180.61,-1.85
180.64,-3.1
180.66,-1.8
180.66,-3.02
180.71,-1.9
180.75,-2.88
180.75,-2.83
180.76,-1.95
180.82,-1.88
180.84,-3.2
180.87,-1.4
180.87,-2.57
180.92,-2.1
180.93,-2.73
180.97,-2.53
180.99,-3.18
181.01,-2.9
181.02,-2.05
181.08,-1.95
181.1,-3.9
181.11,-2.55
181.13,-1.78
181.18,-2.53
181.23,-2.1
181.23,-2.8
181.28,-2
181.34,-2.95
181.35,-3.8
181.39,-2.88
181.44,-2.05
181.46,-2
181.49,-1.93
181.54,-1.73
181.58,-1.4
181.6,-1.44
181.65,-3
181.7,-1.15
181.7,-2
181.74,-1.55
181.77,-1.78
181.79,-1.1
181.8,-1.47
181.81,-1.2
181.85,-2.3
181.86,-0.93
181.88,-1.38
181.89,-2.1
181.91,-1.42
181.92,-1.5
181.96,-1.1
181.97,-0.6
181.97,-1.2
182,-0.74
182.03,-1.17
182.03,-1.2
182.06,-0.85
182.07,-1.4
182.08,-2.46
182.11,-0.7
182.14,-1.05
182.14,-0.5
182.15,-0.75
182.18,-0.88
182.19,0.15
182.22,-0.83
182.25,-0.6
182.25,-0.65
182.26,-1.85
182.29,-1.55
182.31,-0.95
182.33,-1.96
182.34,-0.43
182.36,-1.05
182.37,-1.05
182.4,-1.33
182.42,-0.75
182.43,-0.33
182.44,-0.35
182.48,-0.6
182.48,-0.6
182.51,-0.9
182.52,-0.85
182.53,-1.1
182.55,-0.6
182.59,-1.3
182.59,-0.9
182.61,-0.07
182.63,-1.3
182.64,-0.55
182.66,-1.1
182.7,-0.6
182.7,-1.2
182.7,-1.05
182.79,0.05
182.8,-0.35
182.8,-0.55
182.88,0.1
182.9,-0.08
182.96,0.38
183,-0.55
183.05,-0.07
183.1,-1.47
183.14,0.1
183.2,-0.1
183.23,0
183.3,-0.2
183.32,0
183.4,0
183.41,0.05
183.49,0.05
183.5,-0.55
183.58,-0.5
183.6,-0.7
183.67,-0.7
183.76,0.6
183.85,0.63
183.94,0.45
184.02,0.5
184.11,0.08
184.2,-0.47
180.63,-2.36
180.71,-1.51
180.81,-2.73
180.91,-1.91
181.1,-2.87
181.43,-1.39
181.67,-1.25
182.37,-0.55
182.63,-0.38
182.82,-1.3
183.06,-0.85
183.41,-1.21
184.08,-1.86
184.53,-0.22
184.94,-0.67
185.15,-1.86
185.45,-1.7
185.78,-0.41
185.88,-1.77
186.17,-2.05
186.84,-2.12
187.13,-2.15
187.31,-1.44
187.5,-1.11
187.82,-1.42
187.99,-3.15
188.11,-2
188.27,-1.21
188.46,-1.09
188.62,-1.65
188.76,-1
188.87,-1.42
188.99,-1.7
189.15,-0.83
189.44,-1.91
189.7,-1.65
189.83,-2.08
180.5,-1.1
180.53,-1.9
180.57,-0.8
180.67,-0.9
180.71,-1.2
181.01,-0.9
181.22,-0.5
181.36,-1
181.7,-1
182.42,-0.4
182.43,-0.7
182.44,-0.3
182.46,-0.1
182.48,-0.8
182.49,-0.9
182.53,-0.4
182.54,-0.4
182.54,0
182.54,-0.2
182.55,-1.1
182.67,-0.4
182.67,-0.5
182.68,-0.4
182.69,-0.6
182.7,0.1
182.71,-0.6
182.71,-0.5
182.72,-1
182.75,0.1
182.76,-0.3
182.78,-0.4
182.78,-0.8
182.78,-0.4
182.78,-0.3
182.79,0.1
182.79,0
182.79,-0.2
182.88,-0.2
182.91,0.3
182.96,-0.5
182.96,-0.1
183.01,0
183.01,-0.6
183.02,0.4
183.02,0.1
183.02,-0.2
183.02,-0.2
183.03,0.3
183.05,-0.4
183.07,0.4
183.07,-0.1
183.08,0.5
183.09,-0.8
183.09,0
183.1,-0.1
183.11,-0.7
183.11,0.5
183.12,-0.1
183.13,-0.5
183.13,-0.5
183.17,-0.4
183.31,-0.6
183.32,0.1
183.33,-0.7
183.36,-0.1
183.37,-1
183.43,-0.3
183.46,-0.2
183.48,-0.3
183.49,-0.2
183.49,-0.9
183.49,-0.6
183.49,-0.8
183.53,-0.3
183.6,-0.7
183.61,-1.4
183.61,-0.6
183.64,-0.5
183.65,-0.7
183.67,-0.4
183.69,-0.2
183.69,-0.4
183.69,-0.2
183.69,-0.7
183.72,-0.3
183.73,-0.1
183.74,-0.4
183.78,0.2
183.78,-0.2
183.78,-0.1
183.78,-0.9
183.81,-0.4
183.81,-0.2
183.81,-0.5
183.87,-0.3
183.89,-0.4
183.91,0.3
183.91,0.1
183.92,-0.4
183.96,-0.3
183.99,-0.4
184,0.1
184.03,0
184.03,-0.9
184.05,-0.4
184.13,-0.6
184.16,-0.7
184.18,-0.9
184.2,-1
184.23,-1.1
184.27,-0.4
184.32,-0.5
184.39,-0.5
184.41,0.2
184.41,-0.5
184.45,-0.3
184.45,-1.3
184.46,-0.4
184.56,-0.9
184.79,-0.7
153,-0.61
153,-0.89
153,-0.95
153,-0.94
153,-0.68
153,-0.8
153,-1.06
153,0
153,-0.44
153,-0.51
153,-0.4
153,-0.81
153,-0.7
153,-0.72
153,-0.85
153,0.07
153,-1.07
153,-0.87
153,-1.03
153,-0.84
153,-0.62
153,-0.75
153,-0.46
153,-3.41
153,-0.31
153,-1.5
156.56,0.44
156.56,-0.48
158.76,-0.54
158.76,0.63
159.89,0.21
159.89,0.61
159.89,-0.41
159.89,0.46
159.89,-0.17
159.89,0.25
159.89,-0.13
161.02,-0.15
161.02,0.66
161.02,-0.23
162.15,0.75
162.15,-0.35
162.15,-0.61
163.57,-0.23
163.57,-0.31
163.57,0.09
163.57,0.16
163.57,-0.61
163.57,-0.13
163.57,-1.18
163.57,-0.09
163.57,-0.77
163.57,0.17
163.57,-0.05
163.57,-0.08
163.57,-0.33
163.57,-0.19
163.57,-0.24
163.57,0.05
163.57,0.02
175.07,-1.56
175.23,-1.35
175.23,-2.42
175.23,-1.7
175.38,-0.87
176.02,-1.53
176.09,-1.44
176.09,-2.22
176.09,-2.95
176.62,-1.27
176.62,-0.96
176.62,-0.44
176.91,-2.66
176.96,-1.88
177.76,-1.64
177.76,-1.55
179.14,-1.96
179.14,-1.81
179.14,-1.66
179.14,-1.51
179.14,-2.18
179.76,-1.31
179.76,-0.94
179.76,-1.16
180.08,-2.04
180.08,-0.99
180.13,-1.45
180.13,-1.31
180.13,-0.96
180.17,-1.5
180.17,-1.59
180.17,-1.16
180.57,-1.41
181.16,-1.75
181.16,-1.76
181.16,-2.41
181.53,-1.46
181.59,-1.44
181.59,-1.23
181.59,-2.82
181.59,-1.95
182.5,-1.2
182.5,-1.83
182.5,-1.78
186.87,0.07
187.36,-1
187.36,-0.73
187.36,-0.33
187.36,-0.02
187.68,-0.48
187.68,-0.72
187.84,-0.54
187.84,-1.04
187.84,-1.12
187.99,-1.05
188.1,-0.38
188.1,-1.12
188.25,-0.51
188.25,-0.16
188.25,-0.48
188.25,-0.43
188.25,-0.12
188.46,-0.88
188.49,-0.6
188.49,-0.35
188.49,-0.49
188.62,-1.35
188.65,-0.7
188.74,-0.11
188.74,0.22
188.74,-2.21
188.74,-0.46
188.74,-0.69
189.07,0.01
189.07,-0.45
189.07,-0.9
189.24,0.15
189.39,-0.79
189.39,-0.23
189.39,-0.15
189.71,-0.14
189.79,-1.7
189.79,-1.17
189.9,-0.97
189.9,-0.67
190.04,-0.65
190.54,-0.2
190.62,-0.23
185.25,-0.13
185.87,-0.76
186.36,-0.43
186.46,-1.22
186.82,-1.21
187.01,-1.48
187.01,-1.3
187.51,-1.15
187.61,-2.42
187.66,-3.33
187.71,-2.5
187.84,-0.64
187.9,-1.44
187.98,-2.82
188.1,-3.64
188.16,-2.85
188.19,-2.58
188.19,-1.32
188.25,-3.04
188.25,-1.32
188.27,-1.28
188.28,-1.61
188.34,-1.23
188.34,-1.59
188.36,-1.72
188.37,-1.27
188.41,-1.11
188.41,-0.68
188.43,-0.99
188.44,-1.83
188.46,-0.41
188.47,-1.73
188.48,-1.86
188.57,-1.78
188.62,-1.05
188.63,-1.69
188.65,-0.7
188.69,-0.54
188.7,-1.22
188.71,-1.37
188.79,-1.32
188.8,-0.86
188.8,-0.54
188.82,-0.45
188.82,-1.32
188.84,-1.09
188.84,-0.58
188.86,-1.23
188.87,-1.17
188.88,-0.99
188.9,-0.97
188.91,-0.13
188.91,-1.05
188.92,-0.7
188.92,-0.93
188.94,-0.97
188.95,-1.11
188.96,-0.73
188.97,-0.98
188.98,-0.82
189.01,-0.9
189.02,-1.7
189.03,-1.48
189.04,-1.1
189.06,-1.44
189.07,-1.17
189.09,-0.91
189.11,-0.76
189.12,-1.26
189.13,-2.15
189.36,-0.83
189.46,-0.71
189.5,-0.88
189.51,-0.8
189.66,-0.58
189.85,-0.84
189.92,-0.34
190.04,-1.12
190.06,-0.73
190.14,-0.9
190.25,-0.05
190.33,-2.59
190.4,0
190.48,0.2
190.53,-0.43
190.65,-0.42
190.66,-0.37
190.74,-0.92
190.74,-0.57
190.74,0.19
190.75,0
190.75,-0.22
190.78,-0.69
190.78,-1
190.79,0.07
190.79,-0.79
190.79,-0.71
190.79,-0.57
190.79,-0.56
190.79,-0.39
190.79,-0.35
190.79,-0.9
190.79,-0.67
190.8,-1.41
190.8,-1.19
190.8,-0.73
190.87,-1.05
191,-1.49
191.03,-1.16
191.05,-2.69
191.17,-1.44
191.17,-0.86
191.19,-1.6
191.21,-1.17
191.39,-1.62
191.56,-1.75
191.61,-1.63
191.64,-1.17
191.79,-1.78
191.81,-0.74
191.81,-0.35
191.84,-0.16
191.85,-1.02
191.93,-0.41
192.17,-1.15
192.29,-0.59
192.38,-1.06
192.5,-1.3
192.53,-1.16
192.67,-1.76
192.77,-0.7
194.31,-2.43
194.46,-0.81
194.46,-0.9
194.63,-1.09
195.14,-1.52
195.14,-0.85
195.22,-1.67
195.54,-2.33
197.03,-0.92
197.08,-1.98
197.49,-2.25
197.53,-1.33
125.26,-0.74
125.7,-0.67
126.52,-0.65
126.62,-1.8
127.25,-0.23
127.25,-1.83
127.25,-0.31
127.29,0.02
127.29,-0.58
127.62,-0.41
127.62,-0.51
127.62,-0.62
127.81,-0.32
127.85,-0.24
127.88,-0.53
127.92,-0.26
127.96,-0.7
127.99,-0.59
128.03,-0.27
128.03,-0.62
128.41,-0.85
128.6,-0.54
129.05,-2.41
129.05,-0.19
129.4,-0.6
129.46,-0.31
129.6,-0.34
129.6,-0.26
129.62,-0.71
129.67,-2.68
129.83,-0.35
129.9,-1.64
129.94,-0.52
129.97,-1.28
129.97,-0.4
130,-0.49
130.05,-0.7
130.21,-0.78
130.25,-0.53
130.27,-0.44
130.28,-0.68
130.43,-0.5
130.48,-0.34
130.53,-0.39
130.55,-0.55
130.57,-0.63
130.59,-0.51
130.61,-0.33
130.63,-0.29
130.65,-0.5
130.67,-0.44
130.68,-0.22
130.7,-0.23
130.72,-0.75
130.74,-0.21
130.76,-0.28
130.78,-0.04
130.8,-0.48
131.08,-0.23
131.09,0.08
131.1,-0.03
131.25,-0.24
131.25,-0.2
131.28,-0.15
131.35,-0.56
131.63,-0.39
131.69,-0.02
131.93,-0.4
132.07,-0.42
132.1,-0.26
129.3,-0.9
129.3,-0.8
129.3,-1.6
129.3,-3.3
129.3,-3.8
129.3,-1.3
129.3,-1.2
129.3,-2.6
129.3,-5.1
129.3,-1.4
129.3,-1.1
129.3,-2.8
129.3,-1.7
129.3,-4.1
129.3,-5.9
129.3,-1.8
129.3,-2.4
129.3,-3.2
129.3,-2.7
129.3,-2
129.3,-1.9
129.5,-1.1
129.5,-2.4
129.5,-1.9
129.5,-1.7
129.5,-1
129.5,-1.2
129.5,-2
129.5,-3.5
129.5,-1.4
129.5,-1.3
129.5,-5.3
129.5,-2.6
129.5,-5.6
129.5,-0.5
129.5,-0.9
129.5,-3.1
129.5,-2.2
129.5,-0.8
129.5,-2.3
130,-2.6
130,-1.8
130,-3.2
130,-0.3
130,-1.3
130,0
130,-2
130,-1.1
130,-0.9
130,-1
130,-2.2
130,-1.9
130,-1.7
130,-2.3
130.3,-2
130.3,-1.8
130.3,-1.6
130.3,-0.9
130.3,-1.3
130.3,-1.5
130.3,-1.7
130.3,-0.7
130.3,-0.6
130.3,-0.8
130.3,-1.1
130.3,-1.2
130.3,-1.9
130.3,-4.1
130.6,-1.4
130.6,-2.3
130.6,-2.6
130.6,-1.6
130.6,-1.2
130.6,-2
130.6,-1.8
130.6,-1.1
131,-2.7
131,-2.2
131,-3.7
131,-1.2
131,-4
131,-1.1
131,-1.9
131,-1.4
132,-2
132,-1.7
132,-0.2
132,-1.9
132,-2.6
132,-1.3
132,0.5
132,-1.1
132,-0.9
132,-0.6
132,-0.3
132,-2.1
132,-2.5
132,-1.2
132,-1.4
132,-2.4
132,-1
132,-1.6
132,-2.2
133,-1.6
133,-2.6
133,-0.5
133,-2
133,-1.4
133,-1.9
133,-2.2
133,-1
133,-0.8
133,-4
133,-0.6
133,-1.5
133,0
133.8,-1.8
133.8,-1.9
133.8,-2
133.8,-3.2
133.8,-1.4
133.8,-0.1
133.8,-1.5
133.8,-0.3
133.8,-0.7
133.8,-1.1
133.8,-0.8
134.5,-0.2
134.5,-0.7
134.5,-0.4
134.5,-0.9
134.5,-1.2
134.5,-1.4
134.5,-2.7
134.5,-1.8
134.5,-2.2
134.5,-0.8
135.5,0.9
135.5,-1.5
135.5,-0.9
135.5,-0.5
135.5,-1.9
135.5,-2.4
135.5,-2.5
135.5,-1
156,-2.16
156,-3.04
163.8,-3.24
163.8,-2.9
164,-3.35
166,-3.47
166,-2.75
166.2,-3.36
166.6,-2.85
166.6,-2.89
166.6,-3.06
167,-3.81
167,-3.63
167,-3.54
167,-3.22
167,-3.19
167,-2.91
167,-3.1
167,-2.9
167,-3.15
167,-2.87
167,-2.95
167,-2.72
167,-2.63
167,-2.84
167,-2.71
167,-2.94
167,-3.08
167,-2.92
167,-3.66
167,-2.75
167,-2.76
167,-2.73
167,-2.83
167,-2.8
167,-3.01
167,-3.44
167,-3.5
167,-3.33
167,-3.48
167,-3.58
167,-3.26
167,-3.35
167,-3.29
167,-3.23
167,-3.13
167,-3.39
167,-3.31
167,-3.17
167,-3.32
167,-3.27
167,-3.4
167,-3.43
167,-3.28
167,-3.07
167,-2.96
167,-3.42
169.4,-3.42
46,-2.59
46,-2.46
46,-2.45
46,-2.43
46,-2.42
46,-2.4
46,-2.39
46,-2.38
46,-2.35
46,-2.33
46,-2.32
46,-2.29
46,-2.26
46,-2.25
46,-2.24
46,-2.2
46,-2.18
46,-2.15
46,-2.14
46,-2.1
46,-2.07
46,-2.05
46,-2.02
46,-2
46,-1.95
46,-1.94
46,-1.93
46,-1.92
46,-1.9
46,-1.89
46,-1.88
46,-1.85
46,-1.84
46,-1.83
46,-1.82
46,-1.81
46,-1.8
46,-1.78
46,-1.77
46,-1.75
46,-1.72
46,-1.71
46,-1.7
46,-1.68
46,-1.66
46,-1.65
46,-1.63
46,-1.52
46,-1.5
46,-1.4
115.7,-2.86
115.7,-2.7
115.7,-2.58
116.9,-3.75
116.9,-4.05
116.9,-2.05
116.9,-3.6
117,-3.67
117,-1.93
117,-3.43
117,-2.08
117,-2.88
119,-1.71
119,-2.68
119,-2.24
119,-2.97
121.7,-2.2
121.7,-2.59
121.7,-1.39
121.7,-2.92
121.9,-2.54
121.9,-2.71
121.9,-3.58
122.3,-4.93
122.3,-3.98
122.3,-3.91
123,-1.47
123,-4.45
123,-4.21
123,-2.66
123.1,-1.74
123.1,-4.91
123.3,-2.48
123.3,-3.58
125.2,-3.1
125.2,-2.13
125.2,-3.69
125.2,-3.4
125.2,-2.88
125.2,-2.91
125.2,-2.74
125.31,-2.72
125.31,-3.49
125.31,-1.68
125.31,-2.65
125.31,-2.06
125.88,-1.37
125.88,-2.69
125.88,-2.06
125.88,-1.09
125.9,-3.23
125.9,-2.13
125.9,-3.95
125.9,-2.57
125.96,-3.02
125.96,-1.92
81.26,-4.8
81.26,-4
81.26,-4.7
81.26,-4.2
81.26,-4.9
81.26,-3.8
81.26,-5
81.26,-4.3
81.26,-3.7
81.26,-4.4
81.26,-4.1
201.04,-0.93
201.04,-2.08
201.04,-1.65
201.04,-2.3
201.04,-0.67
201.04,-1.1
201.04,-1.56
201.04,-1.8
201.04,-1.37
201.04,-1.82
201.04,-1.04
201.04,-1.84
201.04,-0.84
201.04,-0.71
201.04,-1.24
201.04,-1.32
201.04,-2.07
201.04,-1.62
201.04,-2.21
201.04,-1.94
201.04,-1.95
201.04,-1.44
201.04,-1.17
201.04,-0.73
201.04,-0.86
201.15,-0.93
201.15,-1.31
201.15,-0.75
201.15,-1.02
201.15,-1.21
201.15,-1.19
201.15,-0.87
201.15,-1.15
201.15,-0.99
201.15,-1.23
201.15,-0.92
201.15,-0.88
201.15,-1
201.15,-0.7
201.15,-0.84
201.15,-0.98
201.15,-0.63
201.15,-0.79
201.15,-0.96
201.15,-1.09
201.15,-1.13
201.15,-1.34
201.15,-1.11
201.15,-1.14
201.15,-0.94
201.15,-1.05
201.15,-1.08
201.15,-1.16
201.15,-1.17
201.15,-1.25
201.15,-1.27
201.15,-1.03
201.15,-1.41
201.18,-0.57
201.18,-0.46
201.18,-0.73
201.18,-0.6
201.18,-0.56
201.18,-0.02
201.18,0.17
201.18,0.33
201.25,-0.94
201.25,-1.05
201.25,-1.01
201.25,-0.92
201.25,-0.98
201.25,-0.89
201.25,-1.08
201.25,-0.87
201.25,-0.79
201.25,-1.02
201.25,-0.99
201.25,-0.82
201.25,-0.84
201.25,-0.81
201.4,1.64
201.4,1.45
201.4,1.36
201.4,0.89
201.4,0.23
201.4,0.11
201.4,-0.43
201.4,-0.52
201.6,-0.09
201.6,-0.12
201.6,0.88
201.6,-0.1
201.6,-0.34
201.6,0.96
201.6,0.55
201.6,0.34
201.6,0.83
201.6,0.46
201.6,-0.58
201.6,-1.26
201.6,-0.24
201.6,-0.14
201.6,-0.07
201.6,-0.4
201.6,-0.26
201.6,-0.48
201.6,-0.39
201.6,-0.59
201.6,0.26
201.6,0.37
201.6,0.54
201.6,-0.2
201.6,-0.45
201.6,-0.16
201.6,-0.76
201.6,-0.46
201.6,-0.69
201.6,-0.55
201.6,-0.29
201.6,-0.53
201.6,0.49
201.6,0.86
201.6,0.24
201.6,0.77
201.6,-0.01
201.6,-0.65
201.6,-0.02
201.6,-0.31
201.6,-0.5
201.6,-0.04
201.8,-0.42
201.8,0.46
201.8,-0.39
201.8,-0.18
230,-3.62
230,-3.53
230,-3.48
230,-3.46
230,-3.43
230,-3.42
230,-3.38
230,-3.37
230,-3.34
230,-3.33
230,-3.32
230,-3.28
230,-3.23
230,-3.2
230,-3.19
230,-3.18
230,-3.13
230,-3.08
230,-3.05
230,-3
230,-2.93
230,-2.92
230,-2.88
230,-2.8
230,-2.77
230,-2.75
230,-2.73
230,-2.72
230,-2.7
230,-2.68
230,-2.64
230,-2.63
230,-2.56
230,-2.52
230,-2.5
230,-2.48
230,-2.46
230,-2.44
230,-2.42
230,-2.4
230,-2.38
230,-2.36
230,-2.35
230,-2.34
230,-2.33
230,-2.25
230,-2.24
230,-2.23
230,-2.18
230,-2.15
230,-2.1
230,-1.95
230,-1.9
230,-3.1
230,-3.03
230,-3.02
230,-2.97
230,-2.9
230,-2.87
230,-2.86
230,-2.83
230,-2.82
230,-2.81
230,-2.78
230,-2.76
230,-2.65
230,-2.62
230,-2.54
230,-2.53
230,-2.51
230,-2.37
230,-2.28
230,-2.27
230,-2.22
230,-2.2
230,-2.13
230,-2.06
230,-2.03
230,-2
230,-1.96
230,-1.89
230,-1.86
230,-1.83
230,-1.78
66,-3.55
69.1,-4.65
69.1,-4
69.1,-3.35
75,-3.35
75.8,-2.25
81.4,-4.1
81.4,-4.35
81.4,-3.8
81.4,-3.65
81.4,-3.4
81.4,-3.85
81.4,-4
84.8,-3.6
84.8,-3.5
86.7,-3.95
87.7,-3.35
88,-4.4
88.2,-3.9
88.2,-4.1
88.2,-3.9
88.2,-3.95
88.7,-4.3
88.9,-4.1
91.1,-4.3
95.4,-3.25
95.5,-3.15
97.5,-3.95
97.5,-3.6
106,-3.1
106.1,-2.9
111,-3.05
115.5,-3.25
115.9,-2.2
117.2,-2.55
117.5,-2.9
118.9,-3.05
119.5,-2.25
120,-2.4
120.1,-3.05
126.3,-3.5
126.5,-3.05
126.5,-2.9
126.5,-3.1
126.5,-2.7
200.9,-1.14
200.9,-1.64
200.9,-1.35
201.01,-2.47
201.05,-1.88
201.08,-0.57
201.08,-0.09
201.08,-0.25
201.08,-0.07
201.12,-0.75
201.12,-0.74
201.12,-0.91
201.12,-1.11
201.12,-1.23
201.12,-1.33
201.12,-1.01
201.12,-0.97
201.13,-0.68
201.13,-0.78
201.16,-0.83
201.16,-0.68
201.16,-0.65
201.16,-0.89
156.56,-0.99
156.56,-0.92
158.76,-0.69
158.76,-0.55
159.89,-0.58
162.15,-1.91
162.15,-0.59
162.15,-0.99
162.15,-1.07
162.15,-1.11
162.15,-0.9
164.09,-0.62
164.09,-0.89
164.09,-0.51
164.09,-1.2
164.09,-0.82
164.09,-0.86
164.09,-0.91
164.09,-1.56
164.09,-1.46
164.09,-1.44
164.09,-0.96
164.09,-1.01
164.09,-1.72
164.09,-1.4
164.09,-0.69
195.01,-1.13
195.36,-1.71
195.7,-2.07
197.11,-1.33
197.69,-0.98
198.78,-1.22
199.34,-3.74
199.44,-3.37
199.58,-5.27
199.99,-1.46
200.03,-4.24
200.08,-2.47
200.19,-2.68
200.37,-1.52
200.41,-2.72
200.69,-2.24
200.82,-1.66
201.03,-1.55
201.22,-1.06
199.47,-1.81
199.47,-2.23
199.47,-1.98
199.88,-1.88
199.88,-1.39
199.93,-1.79
199.98,-2.03
199.98,-1.24
200.18,-2.05
200.27,-1.41
200.27,-1.26
200.53,-1.52
200.54,-0.89
200.7,-0.99
200.7,-1.46
200.7,-1.12
200.82,-0.97
200.82,-0.06
200.87,-1.74
200.88,-1.78
200.88,-1.09
200.88,-1.06
201.04,-0.69
201.05,-1.79
201.05,-1.25
201.06,-1.19
201.06,-1.05
201.11,-0.46
201.11,-0.54
201.12,-0.27
201.12,0.16
201.13,-0.43
201.13,-0.24
201.13,-0.38
201.14,-1.25
201.14,-0.38
201.15,-1.18
201.17,-1.17
201.17,-1.09
201.17,-1.18
201.17,-0.93
201.18,0.22
201.19,-1.29
201.2,-0.8
201.2,-0.66
201.2,-0.34
201.2,-0.48
201.2,-1.06
201.23,-0.87
201.25,-0.65
201.25,-0.36
201.25,-0.35
201.26,0.17
201.26,0.02
201.27,-0.05
201.28,0.08
201.28,-0.71
201.28,-0.49
201.28,0.35
197.82,-1.07
197.82,-1.35
197.82,-2
197.82,-1.85
197.82,-1.58
197.98,-0.8
197.98,-0.75
197.98,-0.85
197.98,-1.15
198.01,-0.45
198.01,-0.6
198.01,-0.75
198.68,-0.95
198.68,-1.4
