age,value
179.02,2.47
179.14,2.52
179.24,2.48
179.3,2.47
179.46,2.48
179.52,2.51
179.66,2.49
179.79,2.45
179.85,2.48
179.93,2.54
180,2.51
180.13,2.48
180.22,2.43
180.3,2.46
180.43,2.43
180.51,2.4
180.62,2.38
180.71,2.37
180.8,2.43
180.91,2.71
181.03,2.77
181.1,2.85
181.16,4.27
181.17,4.28
181.32,4.33
181.42,4.37
181.51,4.34
181.65,4.4
181.71,4.53
181.81,4.33
181.87,4.2
181.95,4.06
182,3.78
182.06,3.72
182.1,3.62
182.15,3.7
182.2,3.12
182.26,3.62
182.28,3.53
182.3,3.26
182.33,3.06
182.35,3.02
182.38,2.89
182.4,2.73
182.43,2.5
182.45,2.45
182.48,2.31
182.5,2.27
182.53,1.97
182.55,1.81
182.58,1.69
182.6,1.33
182.63,1.13
182.65,0.56
182.67,0.2
182.71,-0.06
182.72,-0.12
182.75,-0.6
182.78,-1.28
182.79,-0.87
182.83,0.03
182.85,-0.17
182.87,-0.2
182.9,-0.13
182.95,-0.36
183,-0.28
183.06,-0.05
183.1,-0.69
183.15,0.16
183.16,0.1
183.16,0.16
183.16,0.89
183.16,1.37
183.18,1.34
183.2,1.44
183.23,1.59
183.25,1.66
183.28,2.02
183.3,1.99
183.32,1.85
183.35,1.95
183.38,2.11
183.4,2.26
183.45,2.17
183.5,2.46
183.55,2.09
183.6,2.1
183.65,2.4
183.7,2.33
183.75,2.11
183.8,2.19
183.85,2.28
183.9,1.79
183.96,1.91
183.98,1.25
184,1.71
184.05,1.69
184.07,1.34
184.1,1.16
184.13,-0.66
184.15,-0.34
184.17,-0.54
184.2,0.38
184.23,1.01
184.25,0.99
184.3,0.59
184.35,1.02
184.41,0.86
184.54,0.71
184.63,0.75
184.79,1.18
184.86,0.97
184.95,0.85
185.05,0.9
185.17,1.19
185.25,1.61
185.33,1.47
185.42,1.48
185.53,1.64
185.6,1.57
186.08,1.42
186.23,1.1
186.37,1.66
186.47,1.72
186.51,1.59
186.6,1.05
186.71,1.74
186.81,1.83
186.9,1.81
187.01,1.25
187.1,1.59
187.22,1.7
187.31,1.75
187.41,0.94
187.51,1.49
187.6,1.47
187.72,0.69
187.82,1.06
187.9,1.1
188,1.13
188.1,0.38
188.21,1.41
188.3,1.42
188.4,1.49
188.53,1.75
188.61,1.82
188.72,1.69
188.81,2.04
188.91,1.97
189.01,2.01
189.1,2.05
189.22,1.99
189.32,2.09
189.41,2.15
189.51,1.91
189.61,1.95
189.7,1.58
189.82,1.23
189.9,1.24
190.01,1.33
190.11,1.37
190.2,1.11
190.31,1.01
190.42,0.82
190.52,0.92
190.61,1.05
190.7,1.14
190.83,0.87
190.91,0.95
191.03,1.13
191.14,1.19
191.24,1.09
191.32,1.07
191.4,1
191.53,1.19
191.6,1.21
191.79,1
191.86,0.99
191.91,1.02
192.02,0.85
192.11,0.94
192.2,0.8
192.35,0.68
192.4,0.45
192.51,0.63
192.6,0.42
192.75,0.68
192.8,0.69
192.9,0.65
193,0.46
193.11,0.86
193.21,1.01
193.31,0.8
193.41,0.78
193.5,0.98
193.6,0.95
193.71,1
193.8,1.13
193.9,1.27
194,1.34
194.1,1.23
194.2,1.33
194.31,1.39
194.4,1.98
194.43,1.72
194.59,1.48
194.74,1
194.89,0.31
195.04,-0.34
195.21,-0.9
195.34,-0.57
195.45,0.37
195.56,0.93
195.67,1.2
195.8,1.19
195.91,1.17
196.03,0.89
196.14,0.64
196.27,0.69
196.35,1.02
196.49,1.16
196.66,1.19
196.79,1.02
196.93,1.47
197.13,1.85
197.21,1.96
197.3,1.47
197.37,0.84
197.44,0.31
197.52,0.21
197.59,0.04
197.67,0.42
197.73,0.61
197.81,0.82
197.89,0.87
197.96,1.34
198.03,1.61
198.12,1.88
198.19,1.72
198.26,1.6
198.36,1.26
198.5,1.16
198.66,0.9
198.72,0.91
198.77,0.88
198.81,0.9
198.9,0.87
199.01,0.77
199.21,0.95
199.3,1
199.46,0.9
199.59,1.03
199.67,1.4
199.75,1.52
199.84,1.6
199.94,1.46
200.03,1.12
200.1,0.7
200.21,0.5
200.32,0.62
200.41,0.44
200.52,0.46
200.6,0.55
200.71,0.63
200.82,0.84
200.91,0.85
201.01,1.33
201.23,1
201.26,0.77
201.26,0.33
201.26,1.57
201.27,1.57
201.28,1.87
201.28,2.85
201.29,3.67
201.3,4.35
201.31,4.7
201.32,5.07
201.33,5.36
201.34,4.39
201.35,3.44
201.36,2.29
201.36,2.73
201.37,2.52
201.38,1.93
201.51,2.3
201.6,1.92
201.65,1.81
201.7,1.7
201.75,1.62
201.8,1.37
201.85,1.71
201.89,2.69
201.9,2.19
201.93,2.25
201.95,2.38
201.98,2.44
202,1.92
202.02,2.08
202.05,1.86
202.07,1.86
202.1,1.78
202.15,1.53
202.2,1.27
202.25,1.67
202.3,1.63
202.39,1.46
202.54,1.79
202.62,2.22
202.77,1.83
202.87,1.41
202.9,1.14
203.02,1.23
203.1,0.95
203.2,0.98
203.3,1.09
203.47,0.99
203.52,1.06
203.61,1.2
203.73,1.02
203.83,0.9
203.97,1.03
204.05,0.85
204.11,1.01
204.23,0.91
204.36,0.83
204.57,0.95
204.69,0.77
204.78,0.43
204.88,0.25
204.92,0.19
205.01,0.75
205.19,0.51
205.22,0.27
205.34,0.24
205.46,0.47
205.56,0.45
205.61,0.72
205.79,0.81
205.89,0.38
205.92,0.2
206.01,0.08
206.11,0.61
206.22,1.05
206.34,1.12
206.47,1.21
206.62,1.27
206.71,1.31
206.82,1.19
206.96,0.78
207.04,0.72
207.22,0.74
207.4,0.78
207.43,0.84
207.53,1.1
207.71,1.25
208.05,1.35
208.13,1.44
208.37,1.82
208.69,1.72
208.74,1.69
208.82,1.48
208.9,1.37
209.85,1.33
209.88,1.35
210,1.37
210.1,1.36
210.15,1.28
210.26,1.16
210.3,1.21
210.3,1.31
210.34,1.34
210.5,1.26
210.61,1.1
210.72,0.99
210.89,1.07
210.94,1.09
211.14,1.08
212.02,1.09
212.16,1.2
212.25,1.24
212.31,1.36
212.49,1.25
212.55,1.24
212.69,1.3
212.8,1.4
212.8,1.42
212.91,1.51
212.95,1.55
212.97,1.55
213,1.55
213.06,1.54
213.13,1.55
213.2,1.46
213.29,1.53
213.41,1.37
213.54,1.21
213.68,1.18
213.73,1.4
213.83,1.12
213.96,1.09
214.03,1.5
214.17,1.43
214.22,1.35
214.36,1.28
214.44,1.22
214.52,1.27
214.62,1.11
214.71,1.23
214.85,1.46
215,1.47
215.14,1.07
215.29,0.64
215.34,0.82
215.41,0.64
215.54,0.95
215.69,0.84
215.72,0.9
216,1.57
216.05,1.99
216.16,2.02
216.27,2.22
216.5,2.1
216.73,2.11
216.94,2
217.17,1.77
217.22,1.94
217.35,2.32
217.65,2.62
218.47,2.75
218.57,2.79
218.7,2.92
219,2.55
219.21,2.56
219.59,2.19
219.62,2.11
219.85,2.02
220.04,2.15
220.07,2.31
220.8,2.27
221.55,2.16
222.45,2.07
222.58,2.11
222.98,2.21
223.04,2.31
223.17,2.36
223.4,2.23
223.6,1.95
223.64,1.99
223.81,2.16
223.81,2.28
224.09,2.36
224.24,2.48
224.3,2.49
224.48,2.4
224.53,2.42
224.62,2.44
224.78,2.44
224.88,2.46
224.96,2.43
225.02,2.34
225.08,2.3
225.09,2.38
225.15,2.45
225.21,2.48
225.33,2.68
225.51,2.6
225.61,2.46
225.74,2.38
225.82,2.73
225.95,2.66
226.03,2.57
226.11,2.61
226.22,2.69
226.31,2.75
226.36,2.75
226.43,2.71
226.56,2.58
226.61,2.01
226.65,1.92
226.71,2.1
226.8,2.11
226.9,2.3
227.02,2.24
227.1,1.89
227.24,1.91
227.34,2.07
227.49,2.01
227.51,1.96
227.61,1.74
227.71,1.68
227.81,1.73
227.92,2.02
228.05,1.94
228.12,1.86
228.21,1.93
228.35,2.17
228.46,2.31
228.52,1.83
228.67,1.86
228.81,1.89
228.9,1.91
229.01,1.87
229.1,1.81
229.22,1.82
229.4,2.17
229.54,2.16
229.63,2.09
229.72,2.02
229.88,2.09
229.93,2.06
230.1,2.19
230.17,2.13
230.28,2.23
230.4,2.3
230.5,2.32
230.69,2.3
230.73,2.34
230.92,2.29
231.05,2.31
231.17,2.23
231.4,2.26
231.54,2.13
231.61,1.26
231.74,1.72
231.83,2.12
231.95,2.17
232.03,2.13
232.12,1.8
232.22,1.85
232.31,2.07
232.44,2.12
232.51,2.14
232.85,1.74
232.97,1.2
233.06,0.63
233.15,0.03
233.22,-0.27
233.32,-0.08
233.45,0.53
233.52,0.77
233.64,-0.7
233.81,-1.12
233.9,-0.95
233.97,-0.04
234.09,0.18
234.24,0
234.32,0.19
234.41,0.96
234.45,1.55
234.51,1.86
234.63,2.04
234.74,2.12
234.83,2.19
234.92,2.35
235,2.11
235.16,2.37
235.24,2.38
235.33,2.56
235.4,2.65
235.48,2.62
235.71,2.6
235.82,2.61
235.93,2.59
236.01,2.6
236.1,2.56
236.21,2.45
236.33,2.58
236.46,2.77
236.54,2.72
236.68,2.57
236.73,2.56
236.82,2.58
236.97,3.07
237,2.77
237.07,2.62
237.22,2.48
237.32,2.48
237.42,2.5
237.52,2.5
237.63,2.43
237.74,2.46
237.81,2.48
237.91,2.49
238.07,2.5
238.17,2.47
238.28,2.42
238.44,2.38
238.61,2.36
238.74,2.28
238.86,2.22
238.95,2.16
239.07,2.15
239.16,2.13
239.27,2.16
239.37,2.22
239.48,2.25
239.54,2.25
239.61,2.22
239.71,2.22
239.83,2.19
239.91,2.19
240.05,2.09
240.24,2.03
240.31,1.97
240.4,1.89
240.49,1.85
240.58,1.85
240.65,1.85
240.79,1.72
240.87,1.7
240.95,1.68
241.01,1.79
241.08,1.79
241.15,1.8
241.21,1.73
241.28,1.71
241.35,1.68
241.53,1.69
241.71,1.76
241.86,1.87
241.97,1.93
242.11,1.93
242.27,1.83
242.42,1.72
242.66,1.71
242.8,1.66
242.99,1.65
243.1,1.72
243.24,1.8
243.36,1.87
243.4,1.91
243.51,2.01
243.61,1.58
243.64,1.64
243.72,1.7
243.8,1.53
243.9,1.55
244,1.63
244.12,1.94
244.24,2.02
244.3,1.97
244.44,1.73
244.58,1.95
244.61,2.05
244.74,2.54
244.81,2.75
244.9,2.22
244.99,2.56
245.08,2.17
245.16,2.02
245.23,2.08
245.33,2.18
245.4,2.29
245.52,2.99
245.62,3.51
245.72,3.55
245.75,3.83
245.8,3.05
245.85,3.56
245.91,3.8
245.96,4.12
246.01,4.1
246.05,4.22
246.12,4.23
246.16,4
246.21,4.17
246.25,4.14
246.33,4.08
246.41,3.52
246.53,3.51
246.61,2.94
246.65,2.86
246.7,2.61
246.75,2.67
246.81,2.21
246.85,1.67
246.91,1.18
246.95,1.05
247.01,0.88
247.06,0.25
247.1,-0.09
247.15,-0.73
247.22,-0.93
247.26,-0.46
247.29,-0.77
247.36,-0.59
247.41,-0.27
247.47,-0.49
247.51,-0.39
247.57,0.37
247.61,0.64
247.65,1.35
247.71,2.22
247.75,2.83
247.82,2.63
247.85,3.32
247.91,3.62
247.96,2.94
248.02,4.03
248.05,4.24
248.07,3.37
248.1,1.7
248.13,2.35
248.16,1
248.2,0.02
248.25,-0.45
248.3,-1.14
248.36,-0.89
248.42,-0.85
248.46,-0.49
248.5,-1.08
248.55,-0.83
248.6,-0.98
248.65,-1.56
248.7,-1.18
248.74,-1.12
248.81,-0.76
248.9,-0.55
249.02,0.31
249.11,0.91
249.21,1.36
249.31,2.41
249.41,2.79
249.5,3.49
249.61,4.05
249.72,4.78
249.8,5.67
249.85,6.25
249.9,6.76
249.96,5.96
250,4.12
250.05,2.7
250.1,3.09
250.15,3.37
250.2,3.37
250.25,3.79
250.3,2.14
250.35,2.44
250.4,2.29
250.45,2.17
250.5,1.84
250.53,0.97
250.55,0.95
250.58,0.07
250.6,0.86
250.65,-0.05
250.68,0.35
250.7,1.04
250.73,-0.07
250.75,1.04
250.77,0.99
250.8,1.43
250.82,1.77
250.85,2.08
250.87,1.98
250.9,1.87
250.96,2.02
251,2.18
251.1,2.2
251.21,2.4
251.3,2.31
251.35,2.19
251.39,-1
251.4,-1.66
251.4,0.91
251.42,1.4
251.45,0.92
251.47,-0.4
251.5,-1.39
251.52,-1.33
251.55,-1.23
251.57,-1.48
251.61,-1.23
251.63,-0.66
251.66,-0.44
251.7,-1.12
251.73,-0.86
251.75,-0.61
251.77,-0.04
251.81,-0.5
251.83,-0.63
251.88,0.38
251.9,0.85
251.92,0.45
251.93,-0.59
251.94,-0.03
251.95,1.15
251.96,2.21
251.97,3.34
252,3.75
252.02,3.39
252.05,3.7
252.07,3.66
252.1,3.45
252.16,3.77
252.2,3.07
252.24,3
252.43,3.71
252.52,3.76
252.6,3.88
252.68,3.81
252.77,3.81
252.85,3.82
252.93,4.05
253.02,4.38
253.1,4.39
253.14,4.18
253.19,3.86
253.23,3.45
253.28,3.27
253.36,2.92
253.41,2.75
253.49,3.05
253.54,3.38
253.58,3.25
253.67,3.07
253.76,2.42
253.85,2.51
253.93,3.2
254.02,3.18
254.11,2.65
254.24,2.58
254.33,3.76
254.43,4.12
254.52,4.25
254.62,4.61
254.71,5.11
254.81,4.61
254.9,4.46
255.04,4.62
255.14,4.48
255.23,4.9
255.32,4.36
255.42,3.62
255.51,3.16
255.61,2.93
255.7,2.74
255.84,1.83
255.94,2.53
256.03,2.63
256.13,2.76
256.22,2.96
256.31,2.5
256.41,2.04
256.5,2.42
256.64,2.44
256.74,2.55
256.83,3.07
256.93,2.65
257.02,1.97
257.12,2.54
257.21,3.13
257.3,2.9
257.45,2.79
257.54,3.52
257.63,3.61
257.73,3.6
257.82,3.93
257.92,3.92
258.01,3.74
258.11,3.96
258.2,3.96
258.3,4.04
258.4,4.96
258.5,5.27
258.6,5.41
258.8,1.69
258.92,1.31
259.01,0.33
259.13,1.56
259.21,2.46
259.41,4.75
259.5,4.45
259.67,4.99
259.78,5.07
259.9,5.09
260.01,4.86
260.11,4.48
260.22,4.19
260.3,4.23
260.34,2.37
260.41,0.22
260.44,-1.37
260.51,-1.12
260.55,-2.52
260.61,-1.89
260.7,-2.85
260.8,-1.63
260.86,-1.58
260.9,-0.76
260.96,-1.49
261,0.98
261.1,4.29
261.21,4.43
261.33,5.02
261.44,5.39
261.5,5.32
261.61,5.52
261.73,5.27
261.84,4.74
261.95,3.37
262.11,3.14
262.22,3.88
262.3,3.84
262.41,3.31
262.51,4.37
262.62,4.39
262.7,4.21
262.81,3.75
262.91,4.66
263.02,4.56
263.1,4.81
263.2,4.44
263.4,4.16
263.5,4.5
263.6,4.42
263.7,4.72
263.8,3.51
263.9,3.8
264.02,3.92
264.1,3.46
264.21,2.99
264.31,2.59
264.66,3.67
264.77,3.54
264.88,3.86
264.99,4.02
265.1,4.26
265.21,4.06
265.31,3.79
265.42,3.69
265.53,3.95
265.64,4.32
265.75,4.49
265.86,4.27
265.96,4.04
266.07,3.55
266.18,3.68
266.29,3.42
266.4,3.39
266.5,3.08
266.61,3.08
266.72,3.21
266.83,3.68
266.94,3.98
267.05,4.16
267.15,4.25
267.26,4.24
267.37,4.21
267.48,4.13
267.59,4.05
267.69,3.76
267.8,3.52
267.91,3.35
268.02,3.53
268.13,3.84
268.24,4.02
268.34,4.17
268.45,4.26
268.56,4.25
268.67,4.04
268.78,3.7
268.89,3.62
268.99,3.37
269.1,3.69
269.21,3.95
269.31,4.24
269.41,4.24
269.51,4.22
269.61,4.06
269.71,4.03
269.81,4.02
269.9,3.92
270,3.8
270.1,3.74
270.2,3.76
270.3,3.9
270.4,4.02
270.5,4.12
270.6,4.08
270.7,3.93
270.8,3.84
270.9,3.76
271,3.66
271.1,3.63
271.19,3.61
271.29,3.6
271.39,3.68
271.49,3.66
271.59,3.76
271.69,3.82
271.79,3.72
271.89,3.97
271.99,4.23
272.09,4.63
272.19,4.79
272.29,4.87
272.39,4.8
272.48,4.64
272.58,4.52
272.68,4.41
272.78,4.47
272.88,4.64
272.98,4.67
273.08,4.81
273.18,4.9
273.28,5
273.38,4.98
273.48,5.03
273.58,5.05
273.68,4.99
273.77,4.94
273.87,4.71
273.97,4.77
274.07,4.7
274.17,4.8
274.27,4.79
274.37,4.67
274.42,4.54
274.53,3.77
274.64,3.84
274.74,4.18
274.85,4.11
274.9,3.82
275.01,3.11
275.12,3.5
275.23,3.61
275.33,3.58
275.44,3.6
275.55,3.42
275.6,3.57
275.71,3.51
275.81,3.76
275.92,3.77
276.03,3.7
276.13,4.03
276.24,4.17
276.35,4.39
276.4,4.37
276.51,4.17
276.62,4.04
276.72,4.11
276.83,4.42
276.94,4.42
277.04,4.21
277.15,3.99
277.2,3.68
277.31,3.09
277.42,3.08
277.52,3.09
277.63,2.77
277.74,2.39
277.85,2.49
277.95,2.5
278.01,3
278.11,2.57
278.22,2.61
278.33,3.16
278.43,2.73
278.54,2.49
278.65,1.75
278.7,1.78
278.81,2.55
278.92,1.69
279.02,1.49
279.13,1.55
279.24,2.16
279.34,2.97
279.45,3.23
279.5,2.95
279.61,2.24
279.72,2.26
279.82,1.57
279.93,2.02
280.04,2.72
280.15,2.99
280.25,2.24
280.31,1.81
280.41,1.9
280.52,2.42
280.63,2.36
280.73,2.17
280.84,1.77
280.95,2.67
281,2.93
281.11,2.14
281.21,2
281.32,1.46
281.43,1.71
281.54,2.34
281.64,2.94
281.75,2.67
281.8,2.42
281.91,2.95
282.02,3.67
282.12,3.01
282.23,3.38
282.34,3.75
282.44,4.5
282.55,4.21
282.6,3.5
282.71,2.51
282.82,2.71
282.93,2.21
283.03,3.26
283.14,4.11
283.25,4.52
283.3,4.5
283.53,3.98
283.75,3.86
283.98,3.37
284.2,3.62
284.43,3.57
284.65,3.65
284.88,3.83
285.1,4.07
285.33,4.1
285.55,4.01
285.78,3.87
286,3.88
286.23,4.03
286.45,3.9
286.68,4.03
286.91,3.93
287.13,3.9
287.36,3.85
287.58,3.93
287.81,4.12
288.03,4.24
288.26,4.33
288.48,4.32
288.71,4.4
288.93,4.43
289.16,4.4
289.38,4.29
289.61,4.26
289.83,4.34
290.06,4.28
290.28,4.22
290.51,4.12
290.6,4.01
290.7,4.04
290.79,4
290.88,4
290.98,4
291.07,3.89
291.16,3.87
291.26,3.75
291.35,3.78
291.44,3.76
291.54,3.78
291.63,3.9
291.72,3.77
291.82,3.68
291.91,3.55
292.01,3.63
292.1,3.7
292.19,3.65
292.29,3.56
292.38,3.44
292.47,3.57
292.57,3.82
292.66,3.99
292.75,4.23
292.85,4.25
292.94,4.25
293.03,4.28
293.13,4.25
293.22,4.13
293.31,4.14
293.41,4.27
293.52,4.31
293.64,4.35
293.76,4.43
293.88,4.77
294,4.79
294.12,4.83
294.24,4.56
294.36,4.85
294.47,5.22
294.59,5.45
294.71,5.51
294.83,5.29
294.95,5.17
295.07,4.91
295.19,4.94
295.31,4.81
295.43,4.89
295.55,4.95
295.67,5.25
295.79,5.2
295.91,4.99
296.03,5.02
296.15,5.11
296.26,5.42
296.38,5.45
296.5,5.39
296.62,5.23
296.74,5.22
296.86,5.27
296.98,5.33
297.1,5.28
297.22,5.03
297.34,4.99
297.46,4.86
297.58,4.78
297.7,4.83
297.82,5.08
297.94,5.19
298.05,5.2
298.17,5.07
298.29,5.11
298.41,5.17
298.53,5.22
298.65,5.25
299.29,3.04
299.42,3.43
299.55,3.43
299.69,3.24
299.82,2.59
299.95,2.38
300.09,2.32
300.22,2.34
300.35,2.51
300.49,2.38
300.62,2.42
300.75,2.48
300.88,2.66
301.02,2.93
301.15,2.69
301.28,2.62
301.42,2.22
301.55,1.81
301.68,1.53
301.82,1.42
301.95,1.94
302.08,1.96
302.21,1.89
302.35,1.78
302.48,1.62
302.61,1.31
302.75,1.05
302.88,1.19
303.01,1.53
303.15,1.71
303.28,1.81
303.41,1.47
303.54,0.94
303.68,0.63
303.71,1.33
303.81,1.2
303.9,1.74
304,2.37
304.11,2.22
304.21,2.58
304.31,1.97
304.4,2.01
304.52,1.79
304.61,2.76
304.71,1.93
304.8,1.88
304.9,2.09
305.01,2.14
305.11,2.33
305.21,2.58
305.3,2.37
305.41,3.19
305.51,2.97
305.61,2.97
305.7,2.97
305.82,2.96
305.91,2.42
306.01,2.67
306.1,2.42
306.2,2.79
306.31,2.58
306.41,2.73
306.51,2.36
306.6,2.34
306.71,1.97
306.81,1.75
306.91,1.43
307,2.08
307.15,2.48
307.29,2.52
307.42,2.81
307.55,3.01
307.69,3.33
307.82,3.1
307.95,2.69
308.09,2.18
308.22,1.99
308.35,2.03
308.49,2.16
308.62,2.22
308.75,2
308.89,1.57
309.02,1.3
309.15,1.34
309.29,1.7
309.42,2.14
309.55,2.62
309.69,3.05
309.82,3.3
309.95,3.46
310.09,3.26
310.22,3.27
310.35,3.32
310.49,3.38
310.62,3.42
310.75,3.18
310.89,2.96
311.02,2.96
311.15,3.13
311.28,3.34
311.42,3.61
311.55,3.48
311.68,3.41
311.82,2.76
311.95,2.75
312.08,2.85
312.22,3.21
312.35,3.18
312.48,3.07
312.62,2.81
312.75,2.62
312.88,2.5
313.02,2.01
313.15,1.94
313.28,1.85
313.42,1.88
313.55,1.8
313.68,1.89
313.82,1.93
313.95,2.22
314.08,2.4
314.22,2.45
314.35,2.29
314.48,2.18
314.62,2.07
314.75,1.72
314.88,1.44
315.02,1.36
315.15,1.52
315.22,1.77
315.3,1.65
315.37,1.98
315.45,1.98
315.52,2.42
315.6,2.58
315.67,2.48
315.74,2.3
315.82,2.07
315.89,1.97
315.97,2.16
316.04,2.32
316.12,2.31
316.26,2.11
316.34,2.15
316.56,2.25
316.64,2.44
316.71,2.57
316.86,2.39
316.93,2.3
317.01,2.24
317.16,2.46
317.23,2.46
317.31,2.75
317.45,2.51
317.53,1.94
317.6,1.92
317.75,2.17
317.83,2.25
317.9,2.51
318.05,2.46
318.12,2.47
318.27,2.55
318.35,2.53
318.42,2.63
318.57,2.71
318.64,2.7
318.72,2.67
318.87,2.8
318.94,2.84
319.01,2.81
319.16,2.55
319.24,2.3
319.31,2.02
319.46,1.82
319.54,1.96
319.61,1.93
319.76,2.09
319.83,2.19
319.91,2.4
320.06,2.77
320.13,2.83
320.2,2.73
320.28,2.65
320.35,2.29
320.43,1.95
320.5,1.75
320.65,2.53
320.72,2.72
320.87,2.68
320.95,2.56
321.02,2.44
321.17,2.17
321.24,2
321.32,1.9
321.47,1.81
321.54,1.9
321.62,1.96
321.76,1.83
321.84,1.59
321.91,1.4
322.06,1.07
322.14,-0.03
322.21,-0.81
322.29,-1.39
322.36,-1.59
322.43,-1.65
322.51,-1.5
322.58,-1.51
322.66,-1.37
322.73,-1.44
322.81,-1.28
322.95,-0.31
323.03,0.27
323.1,0.75
323.25,1.05
323.33,0.89
323.4,0.66
323.44,-0.8
323.5,-1.83
323.55,-1.3
323.61,0.18
323.71,-0.23
323.82,-0.26
323.9,0.18
324,0.74
324.11,0.68
324.21,0.12
324.32,-0.37
324.4,-0.14
324.5,-0.22
324.61,-0.07
324.71,0.26
324.82,0.44
324.9,0.49
325,-0.13
325.11,-1.23
325.21,0.16
325.32,-0.31
325.4,0.57
325.5,1.13
325.61,0.96
325.69,0.65
325.82,0.65
325.9,0.78
326.01,0.02
326.11,-0.57
326.21,-1.3
326.26,-0.23
326.32,2.31
326.4,1.94
326.51,1.48
326.61,1.25
326.71,1.64
326.82,1.47
326.9,1.89
327.01,1.85
327.11,2.26
327.21,1.56
327.32,1.83
327.4,1.45
327.51,2
327.61,2.1
327.71,1.45
327.82,1.92
327.9,1.54
328.01,0.97
328.11,1.53
328.21,1.47
328.32,1.39
328.4,1.78
328.51,2.01
328.61,1.94
328.71,2.03
328.82,1.94
328.9,1.6
329.01,1.67
329.11,1.15
329.21,1.14
329.32,1.46
329.4,1.34
329.51,0.94
329.61,0.18
329.65,-1.42
329.71,0.74
329.76,1.42
329.82,1.36
329.9,0.89
330.01,0.92
330.11,1.4
330.21,1.83
330.32,1.68
330.41,1.92
330.5,2.03
330.63,2.11
330.71,2.06
330.8,1.91
330.91,1.96
331,1.95
331.12,1.04
331.2,0.8
331.32,0.86
331.41,0.94
331.52,1.12
331.61,1.46
331.73,1.45
331.82,1.4
331.9,1.6
332.02,1.35
332.11,1.43
332.22,1.34
332.31,1.38
332.43,1.19
332.52,1.47
332.6,1.94
332.72,2.06
332.81,1.98
332.92,2.42
333.01,2.17
333.13,2.28
333.22,2.34
333.3,2.22
333.42,2
333.51,1.84
333.62,2.15
333.71,2.06
333.83,1.68
333.92,-0.25
334,0.09
334.12,1.23
334.21,1.46
334.32,1.89
334.41,1.94
334.53,2.16
334.61,1.19
334.7,1.24
334.82,0.52
334.91,-1.27
335.02,-0.37
335.11,0.03
335.47,0.77
335.6,0.98
335.74,1.15
335.87,1.29
336.01,1.37
336.14,1.47
336.27,1.48
336.41,1.61
336.54,1.68
336.68,1.81
336.81,1.93
336.95,2.05
337.08,2.15
337.21,2.22
337.35,2.24
337.48,2.23
337.62,2.22
337.75,2.26
337.89,2.37
338.02,2.47
338.15,2.33
338.29,2.14
338.42,2.13
338.56,2.25
338.69,2.49
338.83,2.57
338.96,2.51
339.09,2.42
339.23,2.35
339.36,2.43
339.5,2.44
339.63,2.42
339.77,2.43
339.9,2.51
340.03,2.69
340.17,2.77
340.3,2.74
340.44,2.79
340.57,2.85
340.71,2.91
340.84,2.93
340.98,2.91
341.11,2.88
341.24,2.71
341.38,2.64
341.51,2.54
341.65,2.47
341.78,2.46
341.92,2.43
342.05,2.41
342.18,2.38
342.32,2.29
342.45,2.26
342.59,2.2
342.72,2.15
342.86,1.99
342.99,1.8
343.12,1.73
343.26,1.77
343.39,1.85
343.53,1.9
343.66,1.89
343.8,1.88
343.93,1.92
344.06,1.83
344.2,1.79
344.33,1.72
344.47,1.64
344.6,1.53
344.74,1.48
344.87,1.4
345,1.31
345.14,1.18
345.27,1.09
345.41,1.03
345.54,0.99
345.68,0.94
345.81,0.9
345.94,0.85
346.08,1.06
346.21,1.21
346.35,1.26
346.48,1.02
346.62,0.75
346.75,0.2
346.82,0.3
346.97,0.52
347.05,0.43
347.12,0.2
347.27,0.99
347.35,1.58
347.42,1.91
347.57,1.85
347.64,1.86
347.72,1.76
347.87,1.62
347.94,1.63
348.02,1.73
348.17,2.02
348.24,2.11
348.31,2.18
348.46,2.24
348.54,2.31
348.61,2.42
348.76,2.51
348.84,2.52
348.91,2.49
349.06,2.36
349.13,2.37
349.21,2.41
349.36,2.35
349.43,2.29
349.51,2.3
349.66,2.27
349.73,2.31
349.8,2.38
349.95,2.47
350.03,2.41
350.1,2.37
350.25,2.37
350.33,2.33
350.4,2.26
350.53,2
350.62,2.06
350.7,1.98
350.83,0.86
350.92,0.86
351.01,0.95
351.14,1.44
351.22,2.18
351.31,2.45
351.44,1.97
351.53,1.84
351.61,1.9
351.7,1.79
351.81,1.56
351.9,1.75
352.01,2.73
352.1,2.63
352.21,2.99
352.3,2.52
352.41,1.76
352.5,1.87
352.61,2.64
352.7,3.79
352.81,4.28
352.9,4.79
353.01,5.48
353.1,5.9
353.21,6
353.3,5.85
353.45,5.61
353.52,5.87
353.67,6.06
353.74,6.39
353.81,6.44
353.96,6.54
354.03,6.38
354.1,6.07
354.25,5.9
354.32,5.68
354.47,5.16
354.54,4.99
354.62,5.05
354.76,4.66
354.83,4.49
354.91,4.38
354.98,4.31
355.05,4.11
355.13,3.62
355.2,3.09
355.3,2.3
355.4,1.97
355.5,1.77
355.6,2.28
355.7,2.52
355.8,2.84
355.9,2.99
356,2.93
356.1,3.08
356.2,3.05
356.3,3.37
356.4,3.45
356.51,3.38
356.51,3.38
356.63,3.18
356.74,2.92
356.85,2.68
356.91,2.74
357.02,2.87
357.13,2.77
357.25,2.77
357.3,2.67
357.42,2.56
357.53,2.56
